Timestamp,Location Name,Total Count,Car Count,Motorcycle Count
2026-02-03 20:28:02,SIMPANG TUGU KUJANG Kota Bogor,19,10,9
2026-02-03 20:28:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,14,6,8
2026-02-03 20:28:02,Perempatan Laswi Gatsu Bandung,48,22,26
2026-02-03 20:28:02,Kircon Perempatan Binon Bandung,16,8,8
2026-02-03 20:28:02,Simpang Braga,21,10,11
2026-02-03 20:28:02,Pertigaan Cicadas Bandung,9,4,5
2026-02-03 20:28:02,Fly Over Antapani,49,25,24
2026-02-03 20:28:02,Fly Over Kopo Leuwi Panjang,41,17,24
2026-02-03 20:28:02,Perempatan PT Inti,12,6,6
2026-02-03 20:28:02,Simpang buah Batu Bandung,11,5,6
2026-02-03 20:28:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:28:02,Jl Sudirman Bandung,30,15,15
2026-02-03 20:28:02,CCTV Kebon Kawung Paskal,15,8,7
2026-02-03 20:28:02,Simpang Garuda - Rajawali Bandung,18,9,9
2026-02-03 20:28:02,Simpang Pajajaran,17,8,9
2026-02-03 20:28:02,CCTV CICENDO Bandung,16,8,8
2026-02-03 20:28:02,Sudirman Otista,39,18,21
2026-02-03 20:28:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-03 20:28:02,Jl Pungkur Bandung,12,6,6
2026-02-03 20:28:02,CCTV Laswi - Sukabumi Bandung,46,21,25
2026-02-03 20:28:02,Taman Pramuka Bandung,14,7,7
2026-02-03 20:28:02,Jl Citarum Bandung,15,7,8
2026-02-03 20:28:02,Jl Banda Riau Bandung,15,8,7
2026-02-03 20:28:02,Persimpangan Sariningsih,1,1,0
2026-02-03 20:28:02,Jl Merdeka Jawa Bandung,32,15,17
2026-02-03 20:28:02,Simpang Merdeka Aceh,26,12,14
2026-02-03 20:28:02,Jl. Pasar Kosambi Bandung,17,8,9
2026-02-03 20:28:02,Persimpangan Ahmad Yani Rel,9,5,4
2026-02-03 20:28:02,Simpang Surapati - Pusdai,22,11,11
2026-02-03 20:28:02,Simpang Gasibu,26,12,14
2026-02-03 20:28:02,Simpang Cikapayang Dago,33,15,18
2026-02-03 20:28:02,Simpang Cihampelas,28,12,16
2026-02-03 20:28:02,Pertigaan Katamsoe,12,6,6
2026-02-03 20:27:02,Simpang Gedebage - Soekarno Hatta,50,19,31
2026-02-03 20:27:02,Gedebage Arah GBLA,51,21,30
2026-02-03 20:27:02,Pertigaan Waas Batununggal,1,1,0
2026-02-03 20:27:02,Simpang Kordon,19,10,9
2026-02-03 20:27:02,SIMPANG TUGU KUJANG Kota Bogor,19,10,9
2026-02-03 20:27:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,14,6,8
2026-02-03 20:27:02,Perempatan Laswi Gatsu Bandung,47,22,25
2026-02-03 20:27:02,Kircon Perempatan Binon Bandung,14,7,7
2026-02-03 20:27:02,Simpang Braga,24,10,14
2026-02-03 20:27:02,Pertigaan Cicadas Bandung,12,6,6
2026-02-03 20:27:02,Fly Over Antapani,42,17,25
2026-02-03 20:27:02,Fly Over Kopo Leuwi Panjang,51,26,25
2026-02-03 20:27:02,Perempatan PT Inti,13,7,6
2026-02-03 20:27:02,Simpang buah Batu Bandung,11,5,6
2026-02-03 20:27:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:27:02,Jl Sudirman Bandung,30,15,15
2026-02-03 20:27:02,CCTV Kebon Kawung Paskal,19,10,9
2026-02-03 20:27:02,Simpang Garuda - Rajawali Bandung,19,9,10
2026-02-03 20:27:02,Simpang Pajajaran,16,8,8
2026-02-03 20:27:02,CCTV CICENDO Bandung,17,9,8
2026-02-03 20:27:02,Sudirman Otista,41,20,21
2026-02-03 20:27:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-03 20:27:02,Jl Pungkur Bandung,14,7,7
2026-02-03 20:27:02,CCTV Laswi - Sukabumi Bandung,54,25,29
2026-02-03 20:27:02,Taman Pramuka Bandung,12,6,6
2026-02-03 20:27:02,Jl Citarum Bandung,14,6,8
2026-02-03 20:27:02,Jl Banda Riau Bandung,14,6,8
2026-02-03 20:27:02,Persimpangan Sariningsih,2,1,1
2026-02-03 20:27:02,Jl Merdeka Jawa Bandung,26,12,14
2026-02-03 20:27:02,Simpang Merdeka Aceh,22,9,13
2026-02-03 20:27:02,Jl. Pasar Kosambi Bandung,20,10,10
2026-02-03 20:27:02,Persimpangan Ahmad Yani Rel,9,4,5
2026-02-03 20:27:02,Simpang Surapati - Pusdai,23,11,12
2026-02-03 20:27:02,Simpang Gasibu,25,11,14
2026-02-03 20:27:02,Simpang Cikapayang Dago,33,17,16
2026-02-03 20:27:02,Simpang Cihampelas,26,13,13
2026-02-03 20:27:02,Pertigaan Katamsoe,9,4,5
2026-02-03 20:26:02,Simpang Gedebage - Soekarno Hatta,57,20,37
2026-02-03 20:26:02,Gedebage Arah GBLA,48,19,29
2026-02-03 20:26:02,Pertigaan Waas Batununggal,2,1,1
2026-02-03 20:26:02,Simpang Kordon,17,9,8
2026-02-03 20:26:02,SIMPANG TUGU KUJANG Kota Bogor,15,7,8
2026-02-03 20:26:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,13,7,6
2026-02-03 20:26:02,Perempatan Laswi Gatsu Bandung,52,24,28
2026-02-03 20:26:02,Kircon Perempatan Binon Bandung,17,7,10
2026-02-03 20:26:02,Simpang Braga,21,9,12
2026-02-03 20:26:02,Pertigaan Cicadas Bandung,12,6,6
2026-02-03 20:26:02,Fly Over Antapani,51,23,28
2026-02-03 20:26:02,Fly Over Kopo Leuwi Panjang,52,25,27
2026-02-03 20:26:02,Perempatan PT Inti,14,7,7
2026-02-03 20:26:02,Simpang buah Batu Bandung,14,7,7
2026-02-03 20:26:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:26:02,Jl Sudirman Bandung,38,16,22
2026-02-03 20:26:02,CCTV Kebon Kawung Paskal,19,9,10
2026-02-03 20:26:02,Simpang Garuda - Rajawali Bandung,15,7,8
2026-02-03 20:26:02,Simpang Pajajaran,18,8,10
2026-02-03 20:26:02,CCTV CICENDO Bandung,17,8,9
2026-02-03 20:26:02,Sudirman Otista,43,19,24
2026-02-03 20:26:02,Pertigaan Cijerah Bandung,5,2,3
2026-02-03 20:26:02,Jl Pungkur Bandung,15,7,8
2026-02-03 20:26:02,CCTV Laswi - Sukabumi Bandung,46,20,26
2026-02-03 20:26:02,Taman Pramuka Bandung,14,7,7
2026-02-03 20:26:02,Jl Citarum Bandung,12,5,7
2026-02-03 20:26:02,Jl Banda Riau Bandung,14,7,7
2026-02-03 20:26:02,Persimpangan Sariningsih,2,1,1
2026-02-03 20:26:02,Jl Merdeka Jawa Bandung,31,16,15
2026-02-03 20:26:02,Simpang Merdeka Aceh,23,11,12
2026-02-03 20:26:02,Jl. Pasar Kosambi Bandung,16,8,8
2026-02-03 20:26:02,Persimpangan Ahmad Yani Rel,12,6,6
2026-02-03 20:26:02,Simpang Surapati - Pusdai,27,13,14
2026-02-03 20:26:02,Simpang Gasibu,27,12,15
2026-02-03 20:26:02,Simpang Cikapayang Dago,34,16,18
2026-02-03 20:26:02,Simpang Cihampelas,29,12,17
2026-02-03 20:26:02,Pertigaan Katamsoe,11,6,5
2026-02-03 20:25:02,Simpang Gedebage - Soekarno Hatta,53,17,36
2026-02-03 20:25:02,Gedebage Arah GBLA,61,23,38
2026-02-03 20:25:02,Pertigaan Waas Batununggal,2,1,1
2026-02-03 20:25:02,Simpang Kordon,18,8,10
2026-02-03 20:25:02,SIMPANG TUGU KUJANG Kota Bogor,18,8,10
2026-02-03 20:25:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,13,7,6
2026-02-03 20:25:02,Perempatan Laswi Gatsu Bandung,57,29,28
2026-02-03 20:25:02,Kircon Perempatan Binon Bandung,12,6,6
2026-02-03 20:25:02,Simpang Braga,25,13,12
2026-02-03 20:25:02,Pertigaan Cicadas Bandung,12,6,6
2026-02-03 20:25:02,Fly Over Antapani,48,22,26
2026-02-03 20:25:02,Fly Over Kopo Leuwi Panjang,51,24,27
2026-02-03 20:25:02,Perempatan PT Inti,14,7,7
2026-02-03 20:25:02,Simpang buah Batu Bandung,12,6,6
2026-02-03 20:25:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:25:02,Jl Sudirman Bandung,35,18,17
2026-02-03 20:25:02,CCTV Kebon Kawung Paskal,16,8,8
2026-02-03 20:25:02,Simpang Garuda - Rajawali Bandung,18,9,9
2026-02-03 20:25:02,Simpang Pajajaran,19,8,11
2026-02-03 20:25:02,CCTV CICENDO Bandung,16,8,8
2026-02-03 20:25:02,Sudirman Otista,37,17,20
2026-02-03 20:25:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-03 20:25:02,Jl Pungkur Bandung,15,7,8
2026-02-03 20:25:02,CCTV Laswi - Sukabumi Bandung,57,26,31
2026-02-03 20:25:02,Taman Pramuka Bandung,14,7,7
2026-02-03 20:25:02,Jl Citarum Bandung,14,7,7
2026-02-03 20:25:02,Jl Banda Riau Bandung,13,6,7
2026-02-03 20:25:02,Persimpangan Sariningsih,2,1,1
2026-02-03 20:25:02,Jl Merdeka Jawa Bandung,31,14,17
2026-02-03 20:25:02,Simpang Merdeka Aceh,26,12,14
2026-02-03 20:25:02,Jl. Pasar Kosambi Bandung,18,8,10
2026-02-03 20:25:02,Persimpangan Ahmad Yani Rel,9,4,5
2026-02-03 20:25:02,Simpang Surapati - Pusdai,25,12,13
2026-02-03 20:25:02,Simpang Gasibu,26,11,15
2026-02-03 20:25:02,Simpang Cikapayang Dago,29,15,14
2026-02-03 20:25:02,Simpang Cihampelas,26,13,13
2026-02-03 20:25:02,Pertigaan Katamsoe,12,6,6
2026-02-03 20:24:02,Simpang Gedebage - Soekarno Hatta,53,18,35
2026-02-03 20:24:02,Gedebage Arah GBLA,58,23,35
2026-02-03 20:24:02,Pertigaan Waas Batununggal,2,1,1
2026-02-03 20:24:02,Simpang Kordon,16,8,8
2026-02-03 20:24:02,SIMPANG TUGU KUJANG Kota Bogor,16,8,8
2026-02-03 20:24:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,13,6,7
2026-02-03 20:24:02,Perempatan Laswi Gatsu Bandung,51,25,26
2026-02-03 20:24:02,Kircon Perempatan Binon Bandung,17,9,8
2026-02-03 20:24:02,Simpang Braga,21,9,12
2026-02-03 20:24:02,Pertigaan Cicadas Bandung,9,5,4
2026-02-03 20:24:02,Fly Over Antapani,55,28,27
2026-02-03 20:24:02,Fly Over Kopo Leuwi Panjang,42,18,24
2026-02-03 20:24:02,Perempatan PT Inti,14,7,7
2026-02-03 20:24:02,Simpang buah Batu Bandung,12,6,6
2026-02-03 20:24:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:24:02,Jl Sudirman Bandung,34,15,19
2026-02-03 20:24:02,CCTV Kebon Kawung Paskal,19,9,10
2026-02-03 20:24:02,Simpang Garuda - Rajawali Bandung,16,8,8
2026-02-03 20:24:02,Simpang Pajajaran,19,10,9
2026-02-03 20:24:02,CCTV CICENDO Bandung,17,8,9
2026-02-03 20:24:02,Sudirman Otista,38,19,19
2026-02-03 20:24:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-03 20:24:02,Jl Pungkur Bandung,13,6,7
2026-02-03 20:24:02,CCTV Laswi - Sukabumi Bandung,46,21,25
2026-02-03 20:24:02,Taman Pramuka Bandung,13,6,7
2026-02-03 20:24:02,Jl Citarum Bandung,12,6,6
2026-02-03 20:24:02,Jl Banda Riau Bandung,15,7,8
2026-02-03 20:24:02,Persimpangan Sariningsih,1,1,0
2026-02-03 20:24:02,Jl Merdeka Jawa Bandung,28,13,15
2026-02-03 20:24:02,Simpang Merdeka Aceh,28,13,15
2026-02-03 20:24:02,Jl. Pasar Kosambi Bandung,16,8,8
2026-02-03 20:24:02,Persimpangan Ahmad Yani Rel,10,5,5
2026-02-03 20:24:02,Simpang Surapati - Pusdai,27,12,15
2026-02-03 20:24:02,Simpang Gasibu,25,11,14
2026-02-03 20:24:02,Simpang Cikapayang Dago,34,16,18
2026-02-03 20:24:02,Simpang Cihampelas,24,12,12
2026-02-03 20:24:02,Pertigaan Katamsoe,10,5,5
2026-02-03 20:23:02,Simpang Gedebage - Soekarno Hatta,49,17,32
2026-02-03 20:23:02,Gedebage Arah GBLA,58,21,37
2026-02-03 20:23:02,Pertigaan Waas Batununggal,1,1,0
2026-02-03 20:23:02,Simpang Kordon,16,8,8
2026-02-03 20:23:02,SIMPANG TUGU KUJANG Kota Bogor,18,8,10
2026-02-03 20:23:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,13,7,6
2026-02-03 20:23:02,Perempatan Laswi Gatsu Bandung,48,20,28
2026-02-03 20:23:02,Kircon Perempatan Binon Bandung,14,7,7
2026-02-03 20:23:02,Simpang Braga,24,12,12
2026-02-03 20:23:02,Pertigaan Cicadas Bandung,12,6,6
2026-02-03 20:23:02,Fly Over Antapani,49,22,27
2026-02-03 20:23:02,Fly Over Kopo Leuwi Panjang,39,17,22
2026-02-03 20:23:02,Perempatan PT Inti,11,6,5
2026-02-03 20:23:02,Simpang buah Batu Bandung,11,6,5
2026-02-03 20:23:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:23:02,Jl Sudirman Bandung,30,15,15
2026-02-03 20:23:02,CCTV Kebon Kawung Paskal,19,8,11
2026-02-03 20:23:02,Simpang Garuda - Rajawali Bandung,14,6,8
2026-02-03 20:23:02,Simpang Pajajaran,16,8,8
2026-02-03 20:23:02,CCTV CICENDO Bandung,19,10,9
2026-02-03 20:23:02,Sudirman Otista,42,17,25
2026-02-03 20:23:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-03 20:23:02,Jl Pungkur Bandung,12,6,6
2026-02-03 20:23:02,CCTV Laswi - Sukabumi Bandung,52,26,26
2026-02-03 20:23:02,Taman Pramuka Bandung,15,8,7
2026-02-03 20:23:02,Jl Citarum Bandung,12,6,6
2026-02-03 20:23:02,Jl Banda Riau Bandung,15,8,7
2026-02-03 20:23:02,Persimpangan Sariningsih,2,1,1
2026-02-03 20:23:02,Jl Merdeka Jawa Bandung,33,17,16
2026-02-03 20:23:02,Simpang Merdeka Aceh,24,10,14
2026-02-03 20:23:02,Jl. Pasar Kosambi Bandung,17,9,8
2026-02-03 20:23:02,Persimpangan Ahmad Yani Rel,12,6,6
2026-02-03 20:23:02,Simpang Surapati - Pusdai,21,10,11
2026-02-03 20:23:02,Simpang Gasibu,25,11,14
2026-02-03 20:23:02,Simpang Cikapayang Dago,33,15,18
2026-02-03 20:23:02,Simpang Cihampelas,23,10,13
2026-02-03 20:23:02,Pertigaan Katamsoe,11,5,6
2026-02-03 20:22:02,Simpang Gedebage - Soekarno Hatta,52,19,33
2026-02-03 20:22:02,Gedebage Arah GBLA,55,18,37
2026-02-03 20:22:02,Pertigaan Waas Batununggal,2,1,1
2026-02-03 20:22:02,Simpang Kordon,18,8,10
2026-02-03 20:22:02,SIMPANG TUGU KUJANG Kota Bogor,20,9,11
2026-02-03 20:22:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,12,6,6
2026-02-03 20:22:02,Perempatan Laswi Gatsu Bandung,45,21,24
2026-02-03 20:22:02,Kircon Perempatan Binon Bandung,16,8,8
2026-02-03 20:22:02,Simpang Braga,24,11,13
2026-02-03 20:22:02,Pertigaan Cicadas Bandung,9,4,5
2026-02-03 20:22:02,Fly Over Antapani,46,21,25
2026-02-03 20:22:02,Fly Over Kopo Leuwi Panjang,54,26,28
2026-02-03 20:22:02,Perempatan PT Inti,13,6,7
2026-02-03 20:22:02,Simpang buah Batu Bandung,14,7,7
2026-02-03 20:22:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:22:02,Jl Sudirman Bandung,36,17,19
2026-02-03 20:22:02,CCTV Kebon Kawung Paskal,18,9,9
2026-02-03 20:22:02,Simpang Garuda - Rajawali Bandung,19,8,11
2026-02-03 20:22:02,Simpang Pajajaran,16,7,9
2026-02-03 20:22:02,CCTV CICENDO Bandung,17,9,8
2026-02-03 20:22:02,Sudirman Otista,39,18,21
2026-02-03 20:22:02,Pertigaan Cijerah Bandung,5,2,3
2026-02-03 20:22:02,Jl Pungkur Bandung,15,7,8
2026-02-03 20:22:02,CCTV Laswi - Sukabumi Bandung,47,21,26
2026-02-03 20:22:02,Taman Pramuka Bandung,15,7,8
2026-02-03 20:22:02,Jl Citarum Bandung,14,7,7
2026-02-03 20:22:02,Jl Banda Riau Bandung,14,7,7
2026-02-03 20:22:02,Persimpangan Sariningsih,1,1,0
2026-02-03 20:22:02,Jl Merdeka Jawa Bandung,25,13,12
2026-02-03 20:22:02,Simpang Merdeka Aceh,29,15,14
2026-02-03 20:22:02,Jl. Pasar Kosambi Bandung,16,8,8
2026-02-03 20:22:02,Persimpangan Ahmad Yani Rel,9,5,4
2026-02-03 20:22:02,Simpang Surapati - Pusdai,24,10,14
2026-02-03 20:22:02,Simpang Gasibu,32,16,16
2026-02-03 20:22:02,Simpang Cikapayang Dago,33,16,17
2026-02-03 20:22:02,Simpang Cihampelas,30,15,15
2026-02-03 20:22:02,Pertigaan Katamsoe,12,6,6
2026-02-03 20:21:02,Simpang Gedebage - Soekarno Hatta,65,26,39
2026-02-03 20:21:02,Gedebage Arah GBLA,54,21,33
2026-02-03 20:21:02,Pertigaan Waas Batununggal,2,1,1
2026-02-03 20:21:02,Simpang Kordon,17,8,9
2026-02-03 20:21:02,SIMPANG TUGU KUJANG Kota Bogor,17,8,9
2026-02-03 20:21:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,12,6,6
2026-02-03 20:21:02,Perempatan Laswi Gatsu Bandung,46,23,23
2026-02-03 20:21:02,Kircon Perempatan Binon Bandung,15,7,8
2026-02-03 20:21:02,Simpang Braga,23,11,12
2026-02-03 20:21:02,Pertigaan Cicadas Bandung,10,5,5
2026-02-03 20:21:02,Fly Over Antapani,42,18,24
2026-02-03 20:21:02,Fly Over Kopo Leuwi Panjang,48,24,24
2026-02-03 20:21:02,Perempatan PT Inti,11,5,6
2026-02-03 20:21:02,Simpang buah Batu Bandung,14,7,7
2026-02-03 20:21:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:21:02,Jl Sudirman Bandung,31,14,17
2026-02-03 20:21:02,CCTV Kebon Kawung Paskal,17,9,8
2026-02-03 20:21:02,Simpang Garuda - Rajawali Bandung,19,8,11
2026-02-03 20:21:02,Simpang Pajajaran,16,8,8
2026-02-03 20:21:02,CCTV CICENDO Bandung,16,8,8
2026-02-03 20:21:02,Sudirman Otista,38,17,21
2026-02-03 20:21:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-03 20:21:02,Jl Pungkur Bandung,14,6,8
2026-02-03 20:21:02,CCTV Laswi - Sukabumi Bandung,58,25,33
2026-02-03 20:21:02,Taman Pramuka Bandung,13,7,6
2026-02-03 20:21:02,Jl Citarum Bandung,14,7,7
2026-02-03 20:21:02,Jl Banda Riau Bandung,13,6,7
2026-02-03 20:21:02,Persimpangan Sariningsih,2,1,1
2026-02-03 20:21:02,Jl Merdeka Jawa Bandung,27,13,14
2026-02-03 20:21:02,Simpang Merdeka Aceh,23,10,13
2026-02-03 20:21:02,Jl. Pasar Kosambi Bandung,16,8,8
2026-02-03 20:21:02,Persimpangan Ahmad Yani Rel,9,5,4
2026-02-03 20:21:02,Simpang Surapati - Pusdai,21,10,11
2026-02-03 20:21:02,Simpang Gasibu,25,11,14
2026-02-03 20:21:02,Simpang Cikapayang Dago,34,15,19
2026-02-03 20:21:02,Simpang Cihampelas,31,16,15
2026-02-03 20:21:02,Pertigaan Katamsoe,12,6,6
2026-02-03 20:20:02,Simpang Gedebage - Soekarno Hatta,54,19,35
2026-02-03 20:20:02,Gedebage Arah GBLA,50,18,32
2026-02-03 20:20:02,Pertigaan Waas Batununggal,2,1,1
2026-02-03 20:20:02,Simpang Kordon,20,10,10
2026-02-03 20:20:02,SIMPANG TUGU KUJANG Kota Bogor,16,7,9
2026-02-03 20:20:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,13,7,6
2026-02-03 20:20:02,Perempatan Laswi Gatsu Bandung,52,26,26
2026-02-03 20:20:02,Kircon Perempatan Binon Bandung,17,8,9
2026-02-03 20:20:02,Simpang Braga,26,12,14
2026-02-03 20:20:02,Pertigaan Cicadas Bandung,10,5,5
2026-02-03 20:20:02,Fly Over Antapani,55,27,28
2026-02-03 20:20:02,Fly Over Kopo Leuwi Panjang,41,20,21
2026-02-03 20:20:02,Perempatan PT Inti,14,6,8
2026-02-03 20:20:02,Simpang buah Batu Bandung,11,5,6
2026-02-03 20:20:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:20:02,Jl Sudirman Bandung,36,18,18
2026-02-03 20:20:02,CCTV Kebon Kawung Paskal,19,9,10
2026-02-03 20:20:02,Simpang Garuda - Rajawali Bandung,17,9,8
2026-02-03 20:20:02,Simpang Pajajaran,16,8,8
2026-02-03 20:20:02,CCTV CICENDO Bandung,18,8,10
2026-02-03 20:20:02,Sudirman Otista,45,19,26
2026-02-03 20:20:02,Pertigaan Cijerah Bandung,5,2,3
2026-02-03 20:20:02,Jl Pungkur Bandung,14,7,7
2026-02-03 20:20:02,CCTV Laswi - Sukabumi Bandung,58,28,30
2026-02-03 20:20:02,Taman Pramuka Bandung,14,6,8
2026-02-03 20:20:02,Jl Citarum Bandung,13,6,7
2026-02-03 20:20:02,Jl Banda Riau Bandung,13,6,7
2026-02-03 20:20:02,Persimpangan Sariningsih,2,1,1
2026-02-03 20:20:02,Jl Merdeka Jawa Bandung,27,13,14
2026-02-03 20:20:02,Simpang Merdeka Aceh,25,12,13
2026-02-03 20:20:02,Jl. Pasar Kosambi Bandung,17,8,9
2026-02-03 20:20:02,Persimpangan Ahmad Yani Rel,11,6,5
2026-02-03 20:20:02,Simpang Surapati - Pusdai,24,12,12
2026-02-03 20:20:02,Simpang Gasibu,24,10,14
2026-02-03 20:20:02,Simpang Cikapayang Dago,33,14,19
2026-02-03 20:20:02,Simpang Cihampelas,26,11,15
2026-02-03 20:20:02,Pertigaan Katamsoe,10,5,5
2026-02-03 20:19:02,Simpang Gedebage - Soekarno Hatta,64,25,39
2026-02-03 20:19:02,Gedebage Arah GBLA,58,18,40
2026-02-03 20:19:02,Pertigaan Waas Batununggal,1,1,0
2026-02-03 20:19:02,Simpang Kordon,18,8,10
2026-02-03 20:19:02,SIMPANG TUGU KUJANG Kota Bogor,16,8,8
2026-02-03 20:19:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,14,6,8
2026-02-03 20:19:02,Perempatan Laswi Gatsu Bandung,46,21,25
2026-02-03 20:19:02,Kircon Perempatan Binon Bandung,16,8,8
2026-02-03 20:19:02,Simpang Braga,22,10,12
2026-02-03 20:19:02,Pertigaan Cicadas Bandung,9,4,5
2026-02-03 20:19:02,Fly Over Antapani,49,21,28
2026-02-03 20:19:02,Fly Over Kopo Leuwi Panjang,41,18,23
2026-02-03 20:19:02,Perempatan PT Inti,13,7,6
2026-02-03 20:19:02,Simpang buah Batu Bandung,12,6,6
2026-02-03 20:19:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:19:02,Jl Sudirman Bandung,33,17,16
2026-02-03 20:19:02,CCTV Kebon Kawung Paskal,15,8,7
2026-02-03 20:19:02,Simpang Garuda - Rajawali Bandung,14,6,8
2026-02-03 20:19:02,Simpang Pajajaran,19,10,9
2026-02-03 20:19:02,CCTV CICENDO Bandung,21,10,11
2026-02-03 20:19:02,Sudirman Otista,46,20,26
2026-02-03 20:19:02,Pertigaan Cijerah Bandung,4,2,2
2026-02-03 20:19:02,Jl Pungkur Bandung,15,8,7
2026-02-03 20:19:02,CCTV Laswi - Sukabumi Bandung,47,20,27
2026-02-03 20:19:02,Taman Pramuka Bandung,13,6,7
2026-02-03 20:19:02,Jl Citarum Bandung,15,7,8
2026-02-03 20:19:02,Jl Banda Riau Bandung,13,6,7
2026-02-03 20:19:02,Persimpangan Sariningsih,2,1,1
2026-02-03 20:19:02,Jl Merdeka Jawa Bandung,32,14,18
2026-02-03 20:19:02,Simpang Merdeka Aceh,28,13,15
2026-02-03 20:19:02,Jl. Pasar Kosambi Bandung,16,8,8
2026-02-03 20:19:02,Persimpangan Ahmad Yani Rel,12,6,6
2026-02-03 20:19:02,Simpang Surapati - Pusdai,27,13,14
2026-02-03 20:19:02,Simpang Gasibu,24,11,13
2026-02-03 20:19:02,Simpang Cikapayang Dago,39,17,22
2026-02-03 20:19:02,Simpang Cihampelas,31,13,18
2026-02-03 20:19:02,Pertigaan Katamsoe,12,6,6
2026-02-03 20:18:02,Simpang Gedebage - Soekarno Hatta,58,21,37
2026-02-03 20:18:02,Gedebage Arah GBLA,60,23,37
2026-02-03 20:18:02,Pertigaan Waas Batununggal,2,1,1
2026-02-03 20:18:02,Simpang Kordon,19,10,9
2026-02-03 20:18:02,SIMPANG TUGU KUJANG Kota Bogor,17,8,9
2026-02-03 20:18:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,11,6,5
2026-02-03 20:18:02,Perempatan Laswi Gatsu Bandung,54,27,27
2026-02-03 20:18:02,Kircon Perempatan Binon Bandung,16,8,8
2026-02-03 20:18:02,Simpang Braga,19,8,11
2026-02-03 20:18:02,Pertigaan Cicadas Bandung,11,6,5
2026-02-03 20:18:02,Fly Over Antapani,52,24,28
2026-02-03 20:18:02,Fly Over Kopo Leuwi Panjang,41,20,21
2026-02-03 20:18:02,Perempatan PT Inti,11,6,5
2026-02-03 20:18:02,Simpang buah Batu Bandung,11,5,6
2026-02-03 20:18:02,Persimpangan Sukahaji,2,1,1
2026-02-03 20:18:02,Jl Sudirman Bandung,39,20,19
2026-02-03 20:18:02,CCTV Kebon Kawung Paskal,18,8,10
2026-02-03 20:18:02,Simpang Garuda - Rajawali Bandung,14,7,7
2026-02-03 20:18:02,Simpang Pajajaran,20,10,10
2026-02-03 20:18:02,CCTV CICENDO Bandung,17,8,9
2026-02-03 20:18:02,Sudirman Otista,47,20,27
2026-02-03 20:18:02,Pertigaan Cijerah Bandung,5,2,3
2026-02-03 20:18:02,Jl Pungkur Bandung,13,6,7
2026-02-03 20:18:02,CCTV Laswi - Sukabumi Bandung,47,20,27
2026-02-03 20:18:02,Taman Pramuka Bandung,16,8,8
2026-02-03 20:18:02,Jl Citarum Bandung,12,6,6
2026-02-03 20:18:02,Jl Banda Riau Bandung,15,7,8
2026-02-03 20:18:02,Persimpangan Sariningsih,2,1,1
2026-02-03 20:18:02,Jl Merdeka Jawa Bandung,27,12,15
2026-02-03 20:18:02,Simpang Merdeka Aceh,23,12,11
2026-02-03 20:18:02,Jl. Pasar Kosambi Bandung,18,8,10
2026-02-03 20:18:02,Persimpangan Ahmad Yani Rel,12,5,7
2026-02-03 20:18:02,Simpang Surapati - Pusdai,27,14,13
2026-02-03 20:18:02,Simpang Gasibu,25,12,13
2026-02-03 20:18:02,Simpang Cikapayang Dago,33,17,16
2026-02-03 20:18:02,Simpang Cihampelas,27,12,15
2026-02-03 20:18:02,Pertigaan Katamsoe,9,5,4
2026-02-03 20:17:02,Simpang Gedebage - Soekarno Hatta,55,22,33
2026-02-03 20:17:02,Gedebage Arah GBLA,64,24,40
2026-02-03 20:17:02,Pertigaan Waas Batununggal,2,1,1
2026-02-03 20:17:02,Simpang Kordon,16,8,8
2026-02-03 20:17:02,SIMPANG TUGU KUJANG Kota Bogor,16,8,8
2026-02-03 20:17:02,JL. JUANDA ARAH KANTOR POS Kota Bogor,12,6,6
2026-02-03 20:17:02,Perempatan Laswi Gatsu Bandung,49,25,24
2026-02-03 20:17:02,Kircon Perempatan Binon Bandung,15,8,7
2026-02-03 20:17:02,Simpang Braga,24,12,12
